,lables
47335,4
47336,7
47337,1
47338,5
47339,1
47340,9
47341,2
47342,6
47343,0
47344,9
47345,0
47346,4
47347,5
47348,7
47349,1
47350,7
47351,3
47352,9
47353,2
47354,9
47355,3
47356,5
47357,6
47358,8
47359,1
47360,3
47361,7
47362,4
47363,7
47364,4
47365,5
47366,3
47367,4
47368,2
47369,0
47370,0
47371,0
47372,1
47373,7
47374,2
47375,6
47376,3
47377,2
47378,4
47379,3
47380,5
47381,1
47382,6
47383,1
47384,7
47385,0
47386,8
47387,1
47388,0
47389,9
47390,1
47391,8
47392,2
47393,1
47394,3
47395,0
47396,4
47397,9
47398,7
47399,1
47400,8
47401,7
47402,9
47403,6
47404,0
47405,0
47406,1
47407,2
47408,2
47409,4
47410,3
47411,5
47412,4
47413,5
47414,6
47415,7
47416,7
47417,6
47418,0
47419,8
47420,8
47421,0
47422,7
47423,3
47424,8
47425,3
47426,9
47427,5
47428,1
47429,6
47430,4
47431,6
47432,5
47433,1
47434,1
47435,6
47436,6
47437,8
47438,7
47439,1
47440,3
47441,1
47442,2
47443,5
47444,9
47445,1
47446,0
47447,2
47448,5
47449,6
47450,6
47451,0
47452,7
47453,6
47454,3
47455,9
47456,9
47457,6
47458,9
47459,2
47460,3
47461,8
47462,8
47463,7
47464,1
47465,0
47466,2
47467,5
47468,3
47469,0
47470,5
47471,6
47472,0
47473,6
47474,5
47475,0
47476,4
47477,8
47478,0
47479,0
47480,3
47481,0
47482,4
47483,8
47484,7
47485,6
47486,7
47487,0
47488,9
47489,1
47490,4
47491,6
47492,3
47493,5
47494,7
47495,3
47496,6
47497,8
47498,2
47499,4
47500,1
47501,1
47502,5
47503,7
47504,8
47505,8
47506,4
47507,2
47508,6
47509,3
47510,7
47511,8
47512,0
47513,3
47514,2
47515,1
47516,9
47517,4
47518,3
47519,3
47520,4
47521,2
47522,4
47523,6
47524,8
47525,5
47526,1
47527,5
47528,2
47529,2
47530,2
47531,4
47532,3
47533,2
47534,1
47535,7
47536,7
47537,8
47538,3
47539,9
47540,4
47541,1
47542,5
47543,7
47544,1
47545,8
47546,9
47547,8
47548,8
47549,8
47550,1
47551,0
47552,1
47553,5
47554,0
47555,9
47556,2
47557,4
47558,7
47559,7
47560,6
47561,6
47562,8
47563,6
47564,2
47565,4
47566,8
47567,7
47568,4
47569,7
47570,4
47571,0
47572,2
47573,6
47574,2
47575,1
47576,8
47577,2
47578,0
47579,1
47580,0
47581,8
47582,1
47583,6
47584,2
47585,5
47586,3
47587,9
47588,4
47589,2
47590,5
47591,3
47592,6
47593,3
47594,7
47595,7
47596,8
47597,2
47598,0
47599,7
47600,1
47601,3
47602,2
47603,7
47604,3
47605,4
47606,4
47607,4
47608,5
47609,2
47610,6
47611,2
47612,7
47613,2
47614,8
47615,0
47616,9
47617,3
47618,0
47619,3
47620,1
47621,5
47622,2
47623,5
47624,3
47625,0
47626,4
47627,3
47628,5
47629,5
47630,6
47631,8
47632,7
47633,8
47634,8
47635,6
47636,9
47637,1
47638,0
47639,7
47640,5
47641,1
47642,3
47643,1
47644,9
47645,5
47646,0
47647,8
47648,2
47649,2
47650,3
47651,2
47652,3
47653,3
47654,3
47655,8
47656,9
47657,2
47658,9
47659,8
47660,5
47661,9
47662,6
47663,9
47664,4
47665,7
47666,2
47667,1
47668,3
47669,1
47670,9
47671,1
47672,6
47673,4
47674,8
47675,3
47676,7
47677,3
47678,9
47679,4
47680,1
47681,7
47682,5
47683,3
47684,2
47685,2
47686,6
47687,2
47688,3
47689,0
47690,4
47691,1
47692,0
47693,6
47694,4
47695,0
47696,1
47697,7
47698,6
47699,7
47700,4
47701,1
47702,9
47703,0
47704,6
47705,2
47706,5
47707,4
47708,1
47709,2
47710,2
47711,9
47712,6
47713,0
47714,6
47715,0
47716,7
47717,5
47718,8
47719,3
47720,1
47721,0
47722,8
47723,3
47724,3
47725,8
47726,7
47727,8
47728,1
47729,8
47730,2
47731,4
47732,7
47733,1
47734,1
47735,0
47736,5
47737,6
47738,0
47739,0
47740,5
47741,3
47742,2
47743,4
47744,9
47745,3
47746,8
47747,8
47748,3
47749,4
47750,1
47751,0
47752,8
47753,2
47754,9
47755,0
47756,5
47757,1
47758,2
47759,3
47760,6
47761,9
47762,4
47763,4
47764,8
47765,9
47766,2
47767,5
47768,5
47769,1
47770,4
47771,6
47772,1
47773,6
47774,7
47775,1
47776,1
47777,6
47778,4
47779,2
47780,3
47781,2
47782,9
47783,1
47784,1
47785,0
47786,2
47787,9
47788,6
47789,1
47790,0
47791,6
47792,7
47793,6
47794,3
47795,1
47796,0
47797,6
47798,1
47799,7
47800,2
47801,3
47802,3
47803,2
47804,4
47805,7
47806,6
47807,6
47808,7
47809,6
47810,8
47811,0
47812,9
47813,4
47814,0
47815,0
47816,1
47817,3
47818,2
47819,0
47820,3
47821,0
47822,4
47823,6
47824,5
47825,4
47826,6
47827,5
47828,7
47829,1
47830,8
47831,5
47832,9
47833,3
47834,0
47835,9
47836,1
47837,3
47838,2
47839,6
47840,3
47841,2
47842,4
47843,7
47844,5
47845,5
47846,6
47847,5
47848,7
47849,1
47850,8
47851,7
47852,9
47853,5
47854,0
47855,5
47856,8
47857,5
47858,7
47859,0
47860,8
47861,2
47862,9
47863,6
47864,9
47865,5
47866,0
47867,1
47868,1
47869,9
47870,4
47871,3
47872,5
47873,9
47874,1
47875,3
47876,6
47877,9
47878,7
47879,1
47880,3
47881,8
47882,2
47883,4
47884,9
47885,8
47886,0
47887,8
47888,5
47889,2
47890,6
47891,8
47892,7
47893,9
47894,3
47895,8
47896,9
47897,7
47898,9
47899,2
47900,3
47901,0
47902,8
47903,1
47904,1
47905,7
47906,2
47907,1
47908,9
47909,1
47910,6
47911,2
47912,3
47913,0
47914,5
47915,6
47916,0
47917,9
47918,5
47919,5
47920,4
47921,2
47922,0
47923,2
47924,3
47925,8
47926,4
47927,1
47928,7
47929,3
47930,7
47931,6
47932,9
47933,5
47934,1
47935,8
47936,4
47937,5
47938,3
47939,5
47940,7
47941,8
47942,6
47943,5
47944,2
47945,3
47946,1
47947,8
47948,5
47949,3
47950,5
47951,5
47952,0
47953,6
47954,5
47955,2
47956,0
47957,9
47958,8
47959,1
47960,4
47961,6
47962,6
47963,8
47964,2
47965,2
47966,8
47967,5
47968,1
47969,3
47970,2
47971,5
47972,2
47973,9
47974,3
47975,0
47976,1
47977,7
47978,3
47979,6
47980,4
47981,1
47982,5
47983,2
47984,1
47985,1
47986,9
47987,7
47988,8
47989,2
47990,1
47991,3
47992,1
47993,1
47994,5
47995,4
47996,0
47997,1
47998,2
47999,4
48000,7
48001,8
48002,8
48003,5
48004,6
48005,6
48006,8
48007,2
48008,2
48009,7
48010,8
48011,0
48012,4
48013,3
48014,4
48015,5
48016,2
48017,4
48018,2
48019,4
48020,8
48021,1
48022,0
48023,1
48024,0
48025,0
48026,1
48027,8
48028,2
48029,9
48030,3
48031,6
48032,6
48033,2
48034,7
48035,9
48036,8
48037,3
48038,0
48039,1
48040,1
48041,9
48042,2
48043,1
48044,3
48045,5
48046,4
48047,4
48048,5
48049,7
48050,6
48051,6
48052,7
48053,6
48054,8
48055,4
48056,9
48057,5
48058,0
48059,8
48060,1
48061,8
48062,2
48063,3
48064,3
48065,6
48066,4
48067,4
48068,5
48069,2
48070,6
48071,9
48072,7
48073,1
48074,8
48075,3
48076,9
48077,5
48078,1
48079,7
48080,8
48081,6
48082,6
48083,4
48084,1
48085,6
48086,4
48087,3
48088,9
48089,6
48090,3
48091,8
48092,7
48093,5
48094,7
48095,7
48096,9
48097,7
48098,1
48099,7
48100,8
48101,7
48102,4
48103,8
48104,7
48105,8
48106,2
48107,7
48108,2
48109,8
48110,0
48111,1
48112,5
48113,6
48114,8
48115,6
48116,6
48117,2
48118,1
48119,4
48120,0
48121,7
48122,4
48123,7
48124,7
48125,1
48126,1
48127,0
48128,2
48129,9
48130,1
48131,5
48132,6
48133,5
48134,7
48135,0
48136,3
48137,8
48138,3
48139,8
48140,6
48141,0
48142,5
48143,7
48144,6
48145,7
48146,2
48147,9
48148,8
48149,8
48150,7
48151,6
48152,6
48153,9
48154,8
48155,6
48156,9
48157,2
48158,9
48159,8
48160,5
48161,8
48162,3
48163,3
48164,7
48165,7
48166,0
48167,0
48168,6
48169,7
48170,9
48171,4
48172,0
48173,3
48174,1
48175,0
48176,1
48177,2
48178,3
48179,0
48180,2
48181,9
48182,1
48183,1
48184,0
48185,9
48186,0
48187,6
48188,1
48189,7
48190,2
48191,8
48192,3
48193,4
48194,4
48195,0
48196,5
48197,4
48198,6
48199,0
48200,7
48201,4
48202,8
48203,8
48204,9
48205,8
48206,0
48207,7
48208,1
48209,0
48210,2
48211,2
48212,3
48213,5
48214,4
48215,4
48216,5
48217,0
48218,6
48219,2
48220,7
48221,9
48222,8
48223,9
48224,9
48225,1
48226,0
48227,7
48228,1
48229,5
48230,2
48231,1
48232,3
48233,9
48234,4
48235,1
48236,5
48237,2
48238,6
48239,4
48240,7
48241,7
48242,8
48243,9
48244,9
48245,2
48246,7
48247,2
48248,5
48249,7
48250,5
48251,4
48252,1
48253,1
48254,9
48255,8
48256,9
48257,3
48258,7
48259,5
48260,1
48261,6
48262,0
48263,3
48264,9
48265,1
48266,0
48267,0
48268,5
48269,2
48270,7
48271,9
48272,1
48273,0
48274,7
48275,6
48276,2
48277,6
48278,2
48279,8
48280,3
48281,4
48282,6
48283,0
48284,8
48285,4
48286,0
48287,4
48288,8
48289,9
48290,3
48291,2
48292,2
48293,2
48294,0
48295,8
48296,9
48297,7
48298,0
48299,3
48300,6
48301,3
48302,1
48303,9
48304,7
48305,1
48306,5
48307,7
48308,8
48309,4
48310,3
48311,8
48312,4
48313,4
48314,7
48315,4
48316,6
48317,1
48318,6
48319,2
48320,3
48321,0
48322,2
48323,3
48324,3
48325,1
48326,4
48327,6
48328,8
48329,9
48330,8
48331,2
48332,7
48333,2
48334,1
48335,3
48336,0
48337,6
48338,8
48339,6
48340,7
48341,4
48342,7
48343,9
48344,5
48345,6
48346,9
48347,5
48348,2
48349,0
48350,8
48351,3
48352,5
48353,2
48354,3
48355,2
48356,4
48357,5
48358,6
48359,3
48360,1
48361,6
48362,1
48363,0
48364,4
48365,6
48366,5
48367,1
48368,5
48369,6
48370,0
48371,8
48372,4
48373,5
48374,8
48375,4
48376,7
48377,2
48378,4
48379,6
48380,9
48381,8
48382,2
48383,9
48384,3
48385,3
48386,6
48387,9
48388,4
48389,1
48390,2
48391,3
48392,4
48393,8
48394,1
48395,3
48396,5
48397,6
48398,4
48399,5
48400,2
48401,4
48402,0
48403,7
48404,4
48405,8
48406,8
48407,5
48408,6
48409,4
48410,1
48411,0
48412,9
48413,0
48414,3
48415,7
48416,2
48417,4
48418,0
48419,2
48420,0
48421,7
48422,2
48423,5
48424,5
48425,3
48426,6
48427,8
48428,9
48429,6
48430,3
48431,7
48432,6
48433,0
48434,3
48435,4
48436,6
48437,0
48438,0
48439,5
48440,1
48441,4
48442,2
48443,1
48444,3
48445,2
48446,4
48447,4
48448,5
48449,7
48450,6
48451,7
48452,7
48453,1
48454,8
48455,1
48456,9
48457,1
48458,0
48459,2
48460,1
48461,2
48462,2
48463,1
48464,3
48465,4
48466,4
48467,1
48468,5
48469,4
48470,6
48471,8
48472,7
48473,2
48474,8
48475,2
48476,9
48477,4
48478,0
48479,3
48480,1
48481,3
48482,2
48483,9
48484,3
48485,4
48486,4
48487,0
48488,5
48489,7
48490,6
48491,6
48492,6
48493,8
48494,8
48495,4
48496,2
48497,3
48498,3
48499,3
48500,7
48501,2
48502,8
48503,9
48504,6
48505,2
48506,6
48507,4
48508,8
48509,1
48510,0
48511,5
48512,1
48513,4
48514,7
48515,2
48516,1
48517,1
48518,7
48519,4
48520,3
48521,4
48522,0
48523,9
48524,2
48525,0
48526,2
48527,8
48528,0
48529,9
48530,2
48531,0
48532,5
48533,1
48534,4
48535,2
48536,1
48537,6
48538,6
48539,8
48540,5
48541,0
48542,1
48543,8
48544,2
48545,4
48546,0
48547,9
48548,2
48549,2
48550,3
48551,8
48552,4
48553,0
48554,8
48555,7
48556,3
48557,4
48558,8
48559,8
48560,5
48561,7
48562,3
48563,5
48564,6
48565,9
48566,5
48567,6
48568,9
48569,6
48570,8
48571,5
48572,1
48573,0
48574,7
48575,5
48576,9
48577,0
48578,3
48579,9
48580,4
48581,4
48582,1
48583,9
48584,7
48585,5
48586,3
48587,8
48588,9
48589,6
48590,6
48591,1
48592,7
48593,6
48594,4
48595,4
48596,9
48597,2
48598,3
48599,1
48600,0
48601,0
48602,9
48603,0
48604,6
48605,5
48606,0
48607,4
48608,6
48609,7
48610,1
48611,0
48612,0
48613,7
48614,5
48615,9
48616,8
48617,9
48618,7
48619,6
48620,2
48621,7
48622,5
48623,2
48624,1
48625,3
48626,0
48627,3
48628,1
48629,6
48630,0
48631,6
48632,9
48633,9
48634,4
48635,6
48636,5
48637,0
48638,7
48639,2
48640,0
48641,3
48642,2
48643,5
48644,1
48645,4
48646,9
48647,7
48648,6
48649,1
48650,7
48651,8
48652,4
48653,9
48654,8
48655,6
48656,8
48657,8
48658,5
48659,4
48660,0
48661,3
48662,1
48663,1
48664,2
48665,3
48666,3
48667,8
48668,4
48669,0
48670,5
48671,7
48672,6
48673,2
48674,7
48675,0
48676,0
48677,7
48678,1
48679,5
48680,2
48681,3
48682,3
48683,8
48684,4
48685,2
48686,5
48687,8
48688,6
48689,4
48690,7
48691,6
48692,8
48693,7
48694,0
48695,2
48696,1
48697,2
48698,2
48699,3
48700,3
48701,3
48702,4
48703,8
48704,5
48705,6
48706,6
48707,9
48708,7
48709,4
48710,8
48711,7
48712,9
48713,6
48714,0
48715,0
48716,7
48717,9
48718,0
48719,1
48720,7
48721,3
48722,8
48723,7
48724,3
48725,8
48726,0
48727,4
48728,0
48729,4
48730,5
48731,3
48732,5
48733,8
48734,3
48735,7
48736,8
48737,2
48738,8
48739,6
48740,1
48741,0
48742,8
48743,6
48744,4
48745,3
48746,9
48747,2
48748,6
48749,9
48750,1
48751,8
48752,8
48753,4
48754,0
48755,8
48756,2
48757,9
48758,7
48759,6
48760,3
48761,7
48762,4
48763,4
48764,1
48765,9
48766,2
48767,7
48768,5
48769,3
48770,9
48771,6
48772,8
48773,5
48774,9
48775,6
48776,5
48777,6
48778,4
48779,0
48780,3
48781,4
48782,3
48783,2
48784,4
48785,4
48786,7
48787,3
48788,9
48789,0
48790,0
48791,6
48792,1
48793,3
48794,9
48795,8
48796,1
48797,3
48798,2
48799,5
48800,7
48801,9
48802,9
48803,9
48804,1
48805,3
48806,0
48807,0
48808,6
48809,6
48810,2
48811,5
48812,4
48813,5
48814,0
48815,9
48816,3
48817,9
48818,4
48819,2
48820,6
48821,2
48822,6
48823,8
48824,5
48825,5
48826,6
48827,8
48828,7
48829,0
48830,1
48831,7
48832,4
48833,0
48834,4
48835,9
48836,2
48837,5
48838,6
48839,4
48840,2
48841,8
48842,9
48843,1
48844,1
48845,4
48846,5
48847,1
48848,3
48849,5
48850,1
48851,7
48852,4
48853,4
48854,8
48855,5
48856,6
48857,6
48858,3
48859,1
48860,7
48861,1
48862,0
48863,6
48864,5
48865,7
48866,6
48867,3
48868,7
48869,4
48870,1
48871,5
48872,3
48873,7
48874,8
48875,4
48876,2
48877,7
48878,6
48879,4
48880,2
48881,9
48882,6
48883,2
48884,4
48885,6
48886,2
48887,9
48888,7
48889,4
48890,8
48891,4
48892,7
48893,9
48894,0
48895,1
48896,1
48897,2
48898,2
48899,1
48900,3
48901,1
48902,4
48903,3
48904,5
48905,8
48906,6
48907,1
48908,7
48909,7
48910,0
48911,2
48912,1
48913,7
48914,2
48915,1
48916,3
48917,6
48918,4
48919,0
48920,5
48921,3
48922,7
48923,9
48924,8
48925,2
48926,9
48927,4
48928,0
48929,3
48930,1
48931,3
48932,2
48933,2
48934,3
48935,4
48936,4
48937,9
48938,5
48939,9
48940,6
48941,4
48942,1
48943,7
48944,6
48945,2
48946,0
48947,7
48948,1
48949,5
48950,2
48951,7
48952,4
48953,2
48954,7
48955,1
48956,4
48957,6
48958,4
48959,0
48960,4
48961,4
48962,0
48963,9
48964,3
48965,5
48966,8
48967,9
48968,7
48969,4
48970,5
48971,4
48972,8
48973,3
48974,2
48975,7
48976,1
48977,3
48978,7
48979,9
48980,3
48981,2
48982,5
48983,4
48984,5
48985,2
48986,9
48987,7
48988,1
48989,4
48990,2
48991,7
48992,1
48993,6
48994,3
48995,9
48996,8
48997,3
48998,6
48999,4
49000,4
49001,1
49002,9
49003,6
49004,4
49005,3
49006,9
49007,1
49008,2
49009,9
49010,0
49011,7
49012,0
49013,0
49014,4
49015,8
49016,4
49017,3
49018,6
49019,3
49020,2
49021,6
49022,5
49023,7
49024,5
49025,6
49026,0
49027,2
49028,2
49029,9
49030,6
49031,5
49032,8
49033,2
49034,1
49035,6
49036,1
49037,5
49038,9
49039,5
49040,2
49041,1
49042,6
49043,8
49044,7
49045,8
49046,6
49047,5
49048,6
49049,4
49050,8
49051,8
49052,7
49053,3
49054,3
49055,7
49056,3
49057,7
49058,0
49059,6
49060,5
49061,5
49062,7
49063,8
49064,0
49065,6
49066,2
49067,1
49068,7
49069,2
49070,7
49071,4
49072,8
49073,2
49074,0
49075,1
49076,3
49077,4
49078,5
49079,3
49080,3
49081,3
49082,6
49083,6
49084,0
49085,0
49086,1
49087,8
49088,2
49089,2
49090,3
49091,4
49092,7
49093,5
49094,8
49095,9
49096,0
49097,2
49098,1
49099,5
49100,2
49101,4
49102,3
49103,6
49104,4
49105,2
49106,5
49107,3
49108,6
49109,0
49110,0
49111,9
49112,1
49113,8
49114,2
49115,7
49116,3
49117,1
49118,7
49119,7
49120,9
49121,3
49122,1
49123,0
49124,7
49125,8
49126,4
49127,9
49128,8
49129,9
49130,1
49131,5
49132,6
49133,1
49134,3
49135,7
49136,3
49137,4
49138,6
49139,5
49140,5
49141,3
49142,9
49143,4
49144,1
49145,4
49146,3
49147,2
49148,3
49149,0
49150,0
49151,5
49152,6
49153,1
49154,4
49155,3
49156,3
49157,2
49158,7
49159,2
49160,6
49161,4
49162,9
49163,2
49164,8
49165,3
49166,1
49167,2
49168,4
49169,8
49170,0
49171,4
49172,6
49173,7
49174,6
49175,8
49176,9
49177,6
49178,2
49179,7
49180,2
49181,9
49182,3
49183,7
49184,0
49185,1
49186,7
49187,3
49188,2
49189,5
49190,2
49191,2
49192,3
49193,1
49194,4
49195,4
49196,0
49197,1
49198,0
49199,0
49200,8
49201,5
49202,5
49203,9
49204,1
49205,4
49206,3
49207,0
49208,7
49209,1
49210,4
49211,7
49212,9
49213,0
49214,8
49215,6
49216,8
49217,0
49218,9
49219,0
49220,0
49221,3
49222,9
49223,0
49224,8
49225,9
49226,9
49227,3
49228,0
49229,3
49230,2
49231,1
49232,6
49233,3
49234,7
49235,5
49236,4
49237,8
49238,7
49239,7
49240,5
49241,7
49242,0
49243,0
49244,1
49245,1
49246,2
49247,2
49248,3
49249,8
49250,4
49251,6
49252,5
49253,3
49254,6
49255,4
49256,7
49257,6
49258,8
49259,1
49260,9
49261,9
49262,0
49263,2
49264,1
49265,8
49266,2
49267,0
49268,3
49269,5
49270,4
49271,9
49272,5
49273,4
49274,6
49275,8
49276,7
49277,0
49278,8
49279,0
49280,0
49281,2
49282,1
49283,1
49284,2
49285,3
49286,3
49287,3
49288,4
49289,8
49290,5
49291,1
49292,6
49293,3
49294,8
49295,6
49296,3
49297,9
49298,4
49299,3
49300,7
49301,8
49302,8
49303,0
49304,6
49305,0
49306,3
49307,1
49308,4
49309,0
49310,0
49311,3
49312,9
49313,2
49314,7
49315,5
49316,1
49317,3
49318,9
49319,7
49320,3
49321,0
49322,8
49323,3
49324,4
49325,1
49326,7
49327,6
49328,3
49329,7
49330,0
49331,8
49332,9
49333,5
49334,9
49335,0
49336,6
49337,1
49338,1
49339,2
49340,4
49341,0
49342,5
49343,6
49344,4
49345,6
49346,6
49347,5
49348,2
49349,3
49350,0
49351,5
49352,6
49353,0
49354,1
49355,7
49356,1
49357,9
49358,1
49359,5
49360,7
49361,1
49362,2
49363,7
49364,7
49365,8
49366,5
49367,1
49368,2
49369,0
49370,9
49371,7
49372,4
49373,0
49374,5
49375,3
49376,8
49377,3
49378,4
49379,1
49380,2
49381,4
49382,9
49383,1
49384,7
49385,9
49386,0
49387,9
49388,0
49389,3
49390,7
49391,1
49392,5
49393,0
49394,1
49395,6
49396,1
49397,4
49398,7
49399,8
49400,6
49401,5
49402,6
49403,3
49404,6
49405,3
49406,8
49407,2
49408,2
49409,3
49410,2
49411,7
49412,7
49413,8
49414,7
49415,2
49416,4
49417,6
49418,0
49419,1
49420,2
49421,8
49422,4
49423,5
49424,2
49425,6
49426,5
49427,5
49428,0
49429,2
49430,3
49431,9
49432,3
49433,2
49434,3
49435,6
49436,1
49437,8
49438,8
49439,1
49440,1
49441,9
49442,0
49443,7
49444,5
49445,3
49446,9
49447,6
49448,6
49449,3
49450,9
49451,2
49452,8
49453,2
49454,5
49455,6
49456,8
49457,7
49458,0
49459,5
49460,3
49461,9
49462,0
49463,9
49464,8
49465,9
49466,3
49467,9
49468,9
49469,5
49470,0
49471,7
49472,1
49473,2
49474,2
49475,5
49476,3
49477,6
49478,4
49479,4
49480,5
49481,1
49482,6
49483,6
49484,7
49485,2
49486,8
49487,1
49488,9
49489,5
49490,7
49491,9
49492,8
49493,3
49494,9
49495,8
49496,0
49497,2
49498,1
49499,0
49500,4
49501,8
49502,5
49503,1
49504,6
49505,9
49506,7
49507,5
49508,8
49509,6
49510,9
49511,1
49512,4
49513,4
49514,2
49515,7
49516,6
49517,0
49518,1
49519,5
49520,1
49521,8
49522,7
49523,6
49524,8
49525,6
49526,5
49527,0
49528,3
49529,0
49530,7
49531,8
49532,0
49533,1
49534,0
49535,5
49536,2
49537,1
49538,6
49539,7
49540,9
49541,4
49542,8
49543,9
49544,8
49545,4
49546,9
49547,8
49548,9
49549,6
49550,7
49551,4
49552,7
49553,7
49554,2
49555,3
49556,1
49557,5
49558,1
49559,3
49560,0
49561,9
49562,8
49563,9
49564,9
49565,3
49566,2
49567,5
49568,1
49569,3
49570,7
49571,8
49572,2
49573,9
49574,0
49575,0
49576,6
49577,8
49578,8
49579,2
49580,5
49581,2
49582,0
49583,7
49584,3
49585,3
49586,4
49587,1
49588,3
49589,7
49590,9
49591,1
49592,6
49593,0
49594,0
49595,0
49596,6
49597,2
49598,9
49599,1
49600,0
49601,3
49602,1
49603,5
49604,2
49605,1
49606,3
49607,9
49608,4
49609,1
49610,5
49611,1
49612,6
49613,2
49614,7
49615,7
49616,8
49617,8
49618,9
49619,8
49620,0
49621,0
49622,1
49623,6
49624,2
49625,6
49626,3
49627,1
49628,4
49629,8
49630,5
49631,5
49632,6
49633,8
49634,7
49635,5
49636,8
49637,3
49638,0
49639,9
49640,1
49641,2
49642,2
49643,7
49644,3
49645,4
49646,4
49647,3
49648,5
49649,3
49650,6
49651,5
49652,9
49653,3
49654,5
49655,9
49656,0
49657,5
49658,6
49659,8
49660,8
49661,7
49662,9
49663,1
49664,4
49665,7
49666,1
49667,5
49668,9
49669,3
49670,5
49671,5
49672,3
49673,2
49674,0
49675,4
49676,8
49677,3
49678,9
49679,1
49680,1
49681,5
49682,4
49683,5
49684,0
49685,5
49686,5
49687,4
49688,5
49689,9
49690,7
49691,4
49692,6
49693,7
49694,0
49695,9
49696,1
49697,7
49698,6
49699,4
49700,8
49701,2
49702,9
49703,8
49704,5
49705,1
49706,4
49707,5
49708,7
49709,9
49710,6
49711,4
49712,0
49713,9
49714,8
49715,0
49716,1
49717,6
49718,7
49719,0
49720,7
49721,4
49722,1
49723,8
49724,3
49725,5
49726,2
49727,5
49728,3
49729,9
49730,1
49731,3
49732,4
49733,9
49734,2
49735,7
49736,0
49737,7
49738,0
49739,9
49740,4
49741,7
49742,6
49743,8
49744,4
49745,3
49746,9
49747,3
49748,3
49749,0
49750,8
49751,9
49752,4
49753,4
49754,7
49755,8
49756,2
49757,7
49758,5
49759,5
49760,6
49761,2
49762,3
49763,9
49764,6
49765,8
49766,9
49767,1
49768,6
49769,0
49770,3
49771,6
49772,2
49773,0
49774,2
49775,2
49776,4
49777,2
49778,6
49779,0
49780,2
49781,2
49782,5
49783,5
49784,5
49785,1
49786,1
49787,5
49788,3
49789,2
49790,3
49791,2
49792,9
49793,5
49794,2
49795,1
49796,5
49797,9
49798,7
49799,0
49800,9
49801,6
49802,8
49803,8
49804,2
49805,7
49806,1
49807,8
49808,3
49809,3
49810,1
49811,7
49812,3
49813,3
49814,0
49815,6
49816,1
49817,7
49818,2
49819,5
49820,3
49821,8
49822,4
49823,8
49824,5
49825,3
49826,6
49827,6
49828,7
49829,8
49830,8
49831,1
49832,9
49833,2
49834,0
49835,9
49836,1
49837,6
49838,2
49839,1
49840,3
49841,5
49842,4
49843,9
49844,5
49845,7
49846,6
49847,0
49848,7
49849,4
49850,8
49851,1
49852,0
49853,9
49854,1
49855,2
49856,2
49857,4
49858,3
49859,1
49860,4
49861,7
49862,5
49863,3
49864,6
49865,7
49866,7
49867,3
49868,8
49869,9
49870,9
49871,0
49872,2
49873,4
49874,2
49875,1
49876,7
49877,1
49878,6
49879,9
49880,4
49881,3
49882,0
49883,1
49884,5
49885,6
49886,8
49887,1
49888,0
49889,5
49890,7
49891,5
49892,3
49893,0
49894,5
49895,3
49896,4
49897,9
49898,1
49899,6
49900,8
49901,1
49902,0
49903,9
49904,5
49905,7
49906,2
49907,2
49908,7
49909,6
49910,2
49911,3
49912,3
49913,2
49914,6
49915,2
49916,2
49917,7
49918,1
49919,4
49920,7
49921,5
49922,7
49923,0
49924,9
49925,3
49926,1
49927,5
49928,2
49929,6
49930,6
49931,1
49932,7
49933,4
49934,5
49935,2
49936,4
49937,3
49938,0
49939,4
49940,1
49941,4
49942,1
49943,9
49944,9
49945,3
49946,8
49947,3
49948,0
49949,5
49950,2
49951,0
49952,0
49953,0
49954,3
49955,9
49956,5
49957,7
49958,6
49959,6
49960,1
49961,2
49962,8
49963,1
49964,6
49965,3
49966,4
49967,3
49968,6
49969,6
49970,0
49971,1
49972,9
49973,0
49974,2
49975,2
49976,6
49977,7
49978,4
49979,7
49980,3
49981,4
49982,9
49983,9
49984,3
49985,7
49986,0
49987,9
49988,0
49989,8
49990,5
49991,5
49992,2
49993,4
49994,5
49995,0
49996,8
49997,4
49998,8
49999,3
50000,8
50001,6
50002,9
50003,6
50004,4
50005,5
50006,3
50007,8
50008,4
50009,5
50010,2
50011,3
50012,8
50013,4
50014,8
50015,1
50016,5
50017,0
50018,5
50019,9
50020,7
50021,4
50022,1
50023,0
50024,3
50025,0
50026,6
50027,2
50028,9
50029,9
50030,4
50031,1
50032,3
50033,6
50034,8
50035,0
50036,7
50037,7
50038,6
50039,8
50040,9
50041,0
50042,3
50043,8
50044,3
50045,7
50046,7
50047,8
50048,4
50049,4
50050,1
50051,2
50052,9
50053,8
50054,1
50055,1
50056,0
50057,6
50058,6
50059,5
50060,0
50061,1
50062,1
50063,7
50064,2
50065,7
50066,3
50067,1
50068,4
50069,0
50070,5
50071,0
50072,6
50073,8
50074,7
50075,6
50076,8
50077,9
50078,9
50079,4
50080,0
50081,6
50082,1
50083,9
50084,2
50085,6
50086,3
50087,9
50088,4
50089,4
50090,5
50091,6
50092,6
50093,1
50094,7
50095,2
50096,8
50097,6
50098,9
50099,7
50100,0
50101,9
50102,1
50103,6
50104,2
50105,8
50106,3
50107,6
50108,4
50109,9
50110,5
50111,8
50112,6
50113,8
50114,7
50115,8
50116,8
50117,6
50118,9
50119,1
50120,7
50121,6
50122,0
50123,9
50124,6
50125,7
50126,0
50127,9
50128,7
50129,1
50130,3
50131,6
50132,8
50133,4
